Feed Pressure (Pa),Permeate Flow (L/h),Concentrate Flow (L/h),Differential Pressure (bar),Feed Water Temperature (°C),Total Dissolved Solids (ppm),Water Conductivity (µS/cm),Chlorine Concentration (mg/L),Total Operating Hours (h),Salt Rejection Rate (%),Fouling Index (SDI),Feed Water pH,Membrane Pore Size (nm),Membrane Condition,Final TDS (ppm)
570198.9474134768,72.09718841226021,147.55646539822794,0.6322777227664549,10.71725076999558,719.4221225855936,1080.2530878972207,0.181148204712887,9150.27763020564,91.41441053459252,4.3834544295532885,7.136459220855306,0.03327450829531936,Desgaste Moderado,61.76662996851964
590905.9258410841,173.03874919643914,67.54734979297339,1.0574500637447501,11.873957276663349,630.4355964041479,1273.4771514620452,0.29542601830574305,2194.93484652444,94.86209975385363,4.627292809565242,6.976957638781911,0.06335746339315358,Desgaste Severo,32.39115205944309
557082.4605919146,161.4691880419374,221.05559331419266,1.9724511778514326,15.931889805942294,961.531085409531,463.6853877134787,0.8757762776208449,4940.997932092253,95.719999575045,3.490540434630566,7.078236443647736,0.041253129665170286,Desgaste Leve,41.153534541602454
563936.5569981048,187.08301484831514,87.7966071829506,2.7417114196792554,23.39380372985665,551.3806464322449,1887.4587692231432,0.5059826553648238,7613.396117420086,98.34024823671473,5.674284283022454,7.73484326456951,0.028776451718803386,Mal Estado,9.151550001572886
410765.08054776245,72.84772685688021,150.370595754612,2.6559488516900758,23.865051514408094,974.9861637530072,1655.776115745566,0.5271064785208006,8477.192269507348,90.19471814417628,4.3915356461749715,7.655881065786576,0.0816501144633584,Desgaste Moderado,95.60014141126538
497222.1528512752,106.12470501959575,170.68668761842247,2.21043419272484,25.991936088113142,1247.1920692878357,1965.711729514295,1.4316474235559644,4379.02629120611,98.01567918475423,4.379331397077969,7.6227602152427725,0.08429036442470304,Desgaste Moderado,24.748291836972918
484474.08393951034,94.83735548031639,109.55449180111809,0.9390647653126398,11.555816577935612,373.3538748604433,787.3717451486762,1.1361518321206368,8110.604249856561,91.472279936126,2.4935285054941883,7.347994550029208,0.01841484318510518,Excelente Estado,31.83857329572505
413179.5992171153,180.7825161914504,78.73690375769354,0.8450251967395397,31.321936389111645,971.1593708351162,1296.7181441579876,0.42638007044176385,4230.200222373356,96.95467043426206,4.98998204254135,6.61947605510989,0.044259769590911976,Desgaste Severo,29.575003450476373
564185.7888197897,84.098323058816,215.71805864076032,0.6584904937559106,19.434784111673142,507.86721306080483,1312.6288264483055,0.7863207541436548,8669.877599702366,91.79146472165867,4.03170952999664,7.050584292706398,0.08155694435279026,Desgaste Moderado,41.688459351225106
563864.3329598501,91.34060712243468,59.967056848117366,0.6415096744114821,33.92091845056807,1074.3220539749263,1259.7256593322254,1.04791500503739,4133.468312877361,96.68641794560011,3.8122261238495523,7.182225263728111,0.03161800923565157,Desgaste Moderado,35.59854278697344
365472.368480942,70.86748442889564,150.31370610246933,0.9668040278067958,17.10022358911544,666.9183681545558,926.8461415851749,1.0962875548525721,5941.496195059959,92.49605159671103,2.969252925156429,8.48835160578021,0.08307580175254076,Desgaste Leve,50.045210238374665
570298.6890365721,125.29638947614455,89.87684383963004,1.5166856584743236,26.282324051405066,1076.209658387424,1797.1876769286034,1.2540595903265612,9896.190400551057,94.548897711204,4.213536038259835,8.108109050892107,0.018031105086276478,Desgaste Moderado,58.66528932060043
543980.8313750597,136.98329098985664,69.9885162600792,3.701663099437283,26.89629508799693,1058.751327950631,1625.1721775254662,1.454649638448708,7420.877301437963,97.14035215558806,2.334440999990684,6.368001487094729,0.09096115789163427,Excelente Estado,30.276559527423
555875.0976144699,57.781084362089516,243.7959056813299,3.530196877104905,16.171663372973544,1162.3810219289676,478.06413278509604,0.6831640411883141,5095.739423927536,93.73665536765802,2.131685247595688,7.759499744935237,0.09383687652693538,Excelente Estado,72.80392934434988
283738.5059056416,198.58947044063126,240.17658780084926,1.43328755867693,14.478491770268644,1166.136116397407,1738.408512030692,1.2443766422114118,2263.5375052550726,92.54859360933911,3.414825644306233,6.417538953957601,0.03221636516052906,Desgaste Leve,86.8935411010412
230189.67891162419,161.5233156793783,74.07696956398769,1.0276874406170506,15.69748558356757,1339.6482546285924,1010.6146259375888,1.4081453230618273,2529.8035121353205,98.40177234026882,3.5794141116544242,7.833719861762979,0.0987523242372459,Desgaste Moderado,21.410628948580115
486395.284844432,62.24226335776957,209.87164061243172,1.7519564747739906,19.47514405608613,1388.880415158626,1181.069967704822,1.173709209479556,2193.972221481395,90.27166770411884,4.615283860155195,8.105594270040966,0.008052150477620076,Desgaste Severo,135.11490197904493
387558.86395400274,178.54997093684923,146.0004258125698,2.5562305100963276,30.580234052518996,810.2566107734913,1193.5749664972232,1.1398503989688828,3626.706644806024,90.027430108918,4.86739848644025,6.5010688268386705,0.08308197896534303,Desgaste Severo,80.80340680649871
581361.3320141295,163.00756740897617,218.58378814958863,2.5022272103834218,21.75739592356225,1487.9016186844008,1844.9668747670078,1.4150391839189442,7352.664114992838,92.59692886746983,4.62312408114072,6.909781145908648,0.032263532456428476,Desgaste Severo,110.150415213274
424005.5932056417,190.68504060880502,190.83672642233765,3.325581664593922,12.543643281621684,1076.4778041311883,748.5890556042091,0.8097276042493493,7623.315560584177,98.19215432853689,2.25075234910536,7.922172913359095,0.011563591744921525,Excelente Estado,19.461057386246882
598475.7227353171,55.15106001083815,244.07745503628445,0.5557216754065761,13.54002245922193,796.5113858093191,1359.625908933585,0.7216216657898157,8259.21407749039,90.64915569891238,5.279071064017115,7.116000864808566,0.036165171591681894,Desgaste Severo,74.48053952746477
271592.380761022,71.29743425776616,72.41233253557675,3.618619234236503,15.513993241767126,1295.671604506834,1790.5130722577808,1.2051258964391465,2717.4480622333563,92.81965427851884,4.630067470387201,6.962813823204533,0.0648021903576349,Desgaste Severo,93.03370061865279
203021.8677344309,170.6473922716052,153.6512415276704,3.946501994768457,28.594153162149315,618.9073030954171,685.8681222925575,1.1935989520432728,9607.646947076255,97.74127893960016,5.20519069266574,7.820753354889149,0.09218063123204885,Desgaste Severo,13.979389599368842
322518.8197985451,136.91800390275012,221.6262197273156,0.6908704831532775,28.83510007909815,600.7913081246503,1058.2939010866558,0.1367179133368563,7640.6029742617375,96.01807836200223,2.923488004520157,7.3747353386131715,0.06704119126734237,Desgaste Leve,23.92303909742534
377193.01995443593,119.30020260846109,98.59411845635242,3.8996692122538885,18.34355921862521,381.92212739943636,1037.2956161493835,0.9954885832014563,9585.16694662707,96.63719451145161,2.9884016666429933,7.710661628963608,0.08122441097356044,Desgaste Leve,12.84329826216903
334073.80395332456,73.26113543403405,191.5959588704813,0.5310096317932234,29.733994834168094,1314.325095177292,641.7996343104596,1.001885141264179,7491.048974349969,96.57804837529223,4.118954160811745,6.016109184288336,0.05293095415534998,Desgaste Moderado,44.97556894836136
440041.1043278294,121.14070593252784,123.36409730700683,2.483560776618269,32.323841221682045,1039.8653545215288,1218.7554647466707,0.6195791300145361,6255.916851918259,90.54717061769576,3.1806420684025976,6.684917317834165,0.061139920642881894,Desgaste Leve,98.29669776861323
395094.30415682145,145.08389810151252,215.3689330123266,2.9275435226147986,31.553334147891285,1144.2845275260943,1516.1084872593951,0.6998314325066766,2453.8811521066073,99.73588277061248,4.958451594479428,8.212618711451709,0.09367302970829017,Desgaste Severo,3.022252590412088
528778.7899786853,111.5591818341085,200.59666968542064,3.963300288271395,17.45465200088971,525.6285087954544,1445.5883282805435,0.896410744141616,3151.3427243532,93.56588642965937,3.214736212856595,7.193771479785518,0.03246512394753302,Desgaste Leve,33.81953521398741
595600.4278838413,168.37288738952617,237.1626112323523,2.9306170823257527,26.07405922293403,1242.7684070656542,967.6965785752769,0.7953764192922249,8455.581962572578,97.43113704446479,5.691175990654237,7.426529220353729,0.05674991222304008,Mal Estado,31.925017232204635
542706.4629243179,68.34801324690837,204.87597388716082,1.1600625128186763,21.053020419016697,448.8553236212767,832.4433477188946,0.8423906245304191,7012.103478519692,98.61898410862753,4.529416441393759,7.549083814977284,0.0663709058198902,Desgaste Severo,6.19876334848117
202345.2354643135,148.1167352850269,135.56876268933829,2.2545357522006775,16.508410653852025,768.1843098637805,1499.0263284622204,0.3133198950046606,1245.7134458057596,94.30506721073887,5.642650796357261,6.751990166527239,0.0492953060246004,Mal Estado,43.74758014439177
363831.87339844287,53.91067320646979,101.1978101888428,3.8423832659248225,16.61367076896994,956.8225584061164,1400.473905016309,1.3124499660432747,5200.290827366964,91.3361260865828,3.966012750325646,7.60127308357281,0.05290348947613084,Desgaste Moderado,82.89790003543865
404432.4728074946,145.91895117238056,165.7212477525462,2.3637944008051583,34.56826209640262,1050.7659540888135,879.7208875921098,0.4253439459845213,6960.69094251138,95.45667135830713,3.6977252913638723,7.040874713739087,0.04549918576193367,Desgaste Moderado,47.73975054927439
470106.2916288744,190.46281262147374,208.27047413582721,1.8369250043387646,18.1453297508767,906.4748532480711,1075.8300130373577,1.276210840722876,9603.482922068573,97.66460426159716,4.08352308710055,6.4338234953998334,0.08201055515219499,Desgaste Moderado,21.169775092448802
294518.20455219806,152.89853835117026,68.50426117876707,3.4936743897042732,15.787002415976357,832.2054142295676,1481.0308860887546,1.2176586380338617,6308.117413911457,90.30474086841244,5.5552058643377995,6.171437281935362,0.05728825788728409,Mal Estado,80.68447141665827
308252.4459931198,186.9680346945524,217.12967514783543,1.0582941136214274,20.664049919724107,410.02182282193326,856.4492063751466,1.2935793489218066,8194.677682905407,92.87616572794349,3.8807940957580844,6.56991058941275,0.09779986150526794,Desgaste Moderado,29.20927513709973
515231.36932304985,136.2787468829447,136.91116809067398,2.793434415948704,11.408242842945661,925.7915419670835,561.8115503411451,1.0495312764476368,3108.7317354266493,91.6125757529455,5.496243314222898,7.379938022929171,0.08123772027128667,Desgaste Severo,77.65006426812688
534675.0296477859,139.8415446083165,132.1065768312639,0.723075345020312,34.57776460154504,493.1284844509063,535.5942598002609,0.7669803298911291,3185.463636983767,90.363920929117,2.782342941784115,7.184249363825264,0.0761590937344736,Desgaste Leve,47.518250682736294
327500.2046431256,163.74080315922657,245.06878622409144,1.6115695064360285,13.941600317147426,407.86073950744446,1447.9667474306534,0.9026810403715175,4959.1795037918,94.81989901568794,2.2609616735142364,6.3383171624992185,0.0751000136212604,Excelente Estado,21.127598181847592
210554.53678628936,60.63768319579776,223.80093222515035,3.182217529548881,13.80847483334761,976.0339841264081,1926.7418875378214,0.6767966920030294,5605.157063298593,90.49152639298812,2.706204390082128,6.037762076279288,0.030014047437085703,Desgaste Leve,92.80593377612604
354364.7233590011,152.80037308197782,222.68507194908676,1.1552920193063003,13.711531422521784,611.6097359333895,1478.338064779151,0.573652625142297,1071.9843915575307,97.34542673338059,2.7915955673639385,8.210807632600474,0.08959284602247825,Desgaste Leve,16.23562854612932
285293.77876079944,119.34858402165034,232.01294793569426,1.4089312672610994,28.826156373709253,716.2464711027146,310.3282308274973,1.0888515155560798,2151.793595551761,94.78165026243902,5.326621659272949,6.322396504444229,0.09908636788477129,Desgaste Severo,37.37624584507836
543358.2280533799,50.341622435733655,92.94609217471621,2.394106952455447,21.264749513738263,923.8342102342184,1770.9316218276792,1.1593930050487333,6051.354621998084,98.73655756646605,3.76952816969175,7.0469655193687135,0.06870931000534178,Desgaste Moderado,11.672113427602419
470426.95379484096,142.97417339848408,244.08815476006686,0.5324056991434936,10.013784732805735,1013.6028898063474,1717.5172914483599,0.829467613247686,6729.327301415656,98.41629440416315,5.409056798667649,7.176484316987969,0.07089927091551913,Desgaste Severo,16.05248568542713
306400.50230815844,125.37548651412399,138.5057866331493,1.7862082815622318,24.62860338340288,587.9495830435868,707.7404330452357,0.12393853604835606,3317.0578978924304,92.19451135868583,3.7824244679803956,6.461645045779415,0.006535430662840638,Desgaste Moderado,45.89233792112121
372546.5951392707,153.4321638956822,155.7801944901953,1.8961191630389767,23.418856390882787,711.6897230736652,1721.8422844509773,0.867175129355014,3816.455233636481,90.9873657990085,2.3331712654100025,7.090868247072396,0.027215771572474873,Excelente Estado,64.14199138667882
567956.6284692371,194.84264594372257,169.93375798408425,3.099423543437364,13.011481618623211,1328.4683533787284,472.6032433117285,0.7982000471113337,9257.514250854292,91.7317335921436,5.781977425623397,6.000442237152578,0.0739204063310382,Mal Estado,109.84130260141653
247634.5418061832,143.44023656284332,65.3043960790388,2.4772976341571313,24.781865316280374,415.51466031484523,391.2262608175278,0.13993154889164441,1802.2551312557732,97.97151620493645,4.509483410376589,7.686020164857886,0.04887532719524416,Desgaste Severo,8.428647550599997
397093.8661351077,100.0545200923545,248.3019025059066,1.2076747567584487,34.273086442472845,630.7707273339024,844.403170540029,0.5991820507059619,1548.0370559386745,94.39102551623381,2.4083726041980373,7.320868967268099,0.05471811509857956,Excelente Estado,35.37976914722502
286332.5580881258,55.73884541367134,215.1635878394707,3.8624641201860457,24.44543323469306,1062.7265588053742,1979.012183325345,0.15164116610749245,5668.961778027157,91.04006084710183,2.378605403963488,8.150759623051309,0.022525255498556412,Excelente Estado,95.2196530306502
591231.3390573256,74.53065355622249,213.7803875547697,3.326757954921589,24.553246986985776,683.646339846221,963.6647525452795,0.926426308463879,3025.963100958676,95.76116945280742,2.9761714768651446,7.104027668972079,0.039685886374646984,Desgaste Leve,28.978609888165572
382828.5549786952,173.21844590963025,126.28979450466903,1.384808542439153,24.27746461627209,998.9404580640721,314.0807793281425,0.46376443280757385,9895.170192251677,90.77794942590508,3.3409497090456672,7.205067403759031,0.05647738821466907,Desgaste Leve,92.12279424776419
371999.15334444627,54.93815033643678,185.7367775611866,2.6466256056390205,10.29431531277562,1034.0587127370093,1680.5997916688325,0.20292132100168644,2513.5940882811415,92.62977075591866,5.904368768302894,6.8063904022510355,0.06907326856442567,Mal Estado,76.2124976471141
309607.58237211045,83.8978802924782,109.50867499331557,2.6188380639128197,21.423866793147326,1454.9858781115465,1988.564644035648,0.7159884357498366,1196.1441704310305,99.58712291199826,2.17377562879806,6.106840631238063,0.003997408574709052,Excelente Estado,6.007303324383494
522237.7517014518,115.58275726130015,119.45215859340676,1.4327080587025909,28.318573075346762,581.9660836206242,1002.8654909022996,0.9829063351361302,8918.464299162857,95.67349819178051,5.626763839365483,8.373758156490462,0.02782759817364311,Mal Estado,25.178773131070425
226697.32374625892,86.17369362840199,79.17265062367153,1.370613890797358,15.453252517026915,685.7610504057242,664.4689311815714,1.0794530625407281,8023.9620578065405,97.62934727647578,5.660478462812696,6.445135020008478,0.0348046449757468,Mal Estado,16.257013018311557
287347.424430052,159.08195112171788,224.49530837141626,3.1093807155175135,10.867998643985288,1366.6845439154756,1799.649621492715,0.8028608250998064,9897.060452885093,93.41778395326811,4.737334727475847,8.272470455683802,0.022827528598566973,Desgaste Severo,89.95812935780886
301902.5511150237,127.10855262868718,187.99052491393107,2.146514131704229,29.750165418250592,315.9109727473714,1871.0074331174062,0.6269774978386666,1296.2579735153934,92.87959115086493,3.7989054331590237,7.073796434160201,0.029493819076713584,Desgaste Moderado,22.494152858892523
354382.69139381684,56.648443818916135,171.74951253490963,0.650482649381201,11.804148441678215,1355.7907105450818,1139.4942079792545,1.0949726315068657,9242.675483833329,96.4419139001299,4.947913096553658,8.212805501845589,0.06495246527630356,Desgaste Severo,48.240200815234545
309823.3692057744,83.84010443442335,80.5951551800174,3.6656152950660332,24.41631727437114,1162.0645088533722,1796.1843657424815,1.4210210196965785,5026.814744626328,96.16653558379431,3.9872360354387717,7.923237843192187,0.0753270763584675,Desgaste Moderado,44.54732944024944
416507.4892232383,193.35469815524831,170.20818768533314,3.4484619372764964,15.158024421990124,340.0849540628177,1005.2943113525076,0.48027978607467847,1936.946156498272,98.45567990280173,2.746119912006767,7.810097465260547,0.019880387163757632,Desgaste Leve,5.2520002931396
590215.7061575009,143.73514548607687,217.70305105057028,1.7972073348540094,30.799808342985905,524.5339986767091,400.92639654500573,0.8870629532219071,4460.450504338603,97.4523123738329,5.984585573040001,6.068733655464176,0.04588866002638111,Mal Estado,13.363487779326046
451607.205903615,161.28417551544078,152.4318591604159,1.800612342805579,25.652092911187324,1229.5490876609574,525.8949410147598,0.20536101243548643,6787.725203154743,95.36798020958169,4.762333723627922,7.387323739949844,0.023368553865850808,Desgaste Severo,56.95295707336329
379212.76729524625,73.06670426878,214.01468807197895,2.4526402624244783,25.275619459810855,624.4715478739148,1575.801273494836,1.3121120718680492,6092.769505951546,94.99473469538867,3.058442984558059,6.199240023308523,0.027342671017409198,Desgaste Leve,31.25645772290238
223939.4313148401,143.7489200734692,209.14900316535287,0.7036003705944064,32.876432991330965,739.0837510336992,983.4252407707139,1.0148360752864805,2422.660899117861,93.36135443040062,2.0322741815054046,8.121610808839609,0.06107533346956275,Excelente Estado,49.065150693627565
209422.4682803136,74.8006105340893,134.85310446114443,3.2893849759745857,23.21676641510303,1427.2882960889854,385.23293760245036,0.803372444939294,5741.153218115404,97.30687417301054,2.765886068405137,7.668942987752182,0.09669860466270798,Desgaste Leve,38.438669727570286
570689.8120524327,104.52217087595194,76.59401852643836,1.0777496123168424,34.102712732663164,841.1346534591582,1830.485534962087,0.2889978281224598,5063.925946667039,98.08933223517195,5.904203323961789,8.240614154947696,0.059893738403174246,Mal Estado,16.071288682442216
240308.1152387234,130.34582873374006,164.53232785128745,0.7215364122693921,11.301668268136341,1151.2819264611817,314.7303525411465,0.6204206756510602,8361.773258338091,98.2019691995894,5.860526246912013,8.278001047844157,0.031528027453268895,Mal Estado,20.700403637332553
370296.94650815456,170.30241256480141,176.85569384925924,1.385533796855555,19.12959957777077,818.3889212202914,1456.9298441653455,1.3768036822601957,3476.0104799137457,97.13851184539767,2.702340474918753,7.568731727591997,0.06207273413944218,Desgaste Leve,23.41810203929645
330290.7685328622,116.47017980252407,188.30327022845654,3.9033206910788536,12.9083200298066,1400.076181417142,1781.6872341921703,1.489805304177407,3115.036848708636,98.40404792847863,5.820594658856394,8.383925555860042,0.04018527769212514,Mal Estado,22.34454482020413
529245.6650699505,80.92106540271357,211.24737753334537,3.611609756957019,27.884813187594766,639.6314298925529,569.6517483538316,1.1741080146070182,9348.469698369465,94.3838512236032,2.507271985854435,6.306927043693318,0.009531862612405087,Desgaste Leve,35.922652723359974
213708.02906603622,88.97509571257409,194.90435390298668,3.084163739209972,23.84647961934241,955.5576572245618,726.7483551466664,0.6338037038744202,7131.642085772419,91.16289452992432,2.2591745929300115,7.503257801790729,0.05206146191484905,Excelente Estado,84.44363799631876
574108.7153061169,176.18171042552433,147.86293607071275,2.8927253444017844,22.761941131412,1419.4572902499747,871.1241287206067,0.5581734399925686,4697.989235953621,92.6645717868465,3.071086114647132,8.290022572487885,0.01550031302639479,Desgaste Leve,104.12327054266089
410464.8910671562,126.99519959162508,200.2560653886458,2.8763428650880525,10.148965770488218,886.5270807725415,1112.0220251932828,1.0153039631095506,3877.2407855073848,96.81566528867309,5.208371405013827,7.985722007805967,0.048129218231412925,Desgaste Severo,28.229989558353175
224155.67875316986,186.6230623884473,240.64011684367313,3.379322336680073,32.814148044107355,753.0899308388266,445.27244418001095,0.32476723782987815,5824.254771016257,90.39427038044825,5.506985528015207,7.78014453942288,0.07508362311893192,Mal Estado,72.33978254844696
544968.8258055277,160.84630258367784,237.44731635994012,1.0574687803395788,12.606783198800752,554.4081665461894,381.26033984611416,0.41907615882998606,5241.384385661621,94.17895217682323,3.947727246799894,6.031186539763134,0.061784740739282154,Desgaste Moderado,32.272364510251215
384704.39984840236,134.03102726282185,89.61979933217714,2.049569693113325,14.700722393598417,1039.40868968422,1744.647319167788,0.6338739802722538,4150.728510938288,95.65752307106659,4.096486181820813,7.920653499354006,0.08055771498280034,Desgaste Moderado,45.13608254686624
379509.2508113411,170.46791848751025,160.2420007087556,3.4580306377675205,15.368798456385976,1321.4941569545667,574.283687381406,1.3008683737518738,9685.766476491357,95.43777684966352,3.2463067105992445,7.167081641965865,0.08944468565001311,Desgaste Leve,60.28951235892508
333424.65529705177,164.2601706097444,140.6026932215041,0.7416061921773209,10.129386758018951,861.6400624295569,614.4042618702083,0.5422195205072855,6666.348312145746,97.31927535019932,2.1466141632120257,7.626777401235252,0.08255793153665446,Excelente Estado,23.09819754610711
435421.6151121631,169.9133119526311,55.2633776322093,0.863256158889903,20.80280414396833,1389.1528924938518,1823.6637037227852,1.170012604522522,6176.332286780791,90.92093020711377,4.405655291966333,7.235839664281824,0.0029438955412772194,Desgaste Moderado,126.12216063941462
416708.1238976184,174.8629036177532,202.5320106665629,3.4986023782176816,15.361979968506006,675.6781502715421,364.0772896283658,1.272141435133979,4310.222427700182,93.0935422997104,5.582458998341613,7.154093269310973,0.04392349107352881,Mal Estado,46.6654256386032
365218.8493402251,186.42329572661993,52.287360456191664,1.7786152205479795,16.379104343966596,421.8762729279059,1327.3076050432092,0.23635601041570273,7487.774108119317,90.63114612439583,2.158211625970734,7.409491786302226,0.0886661620273303,Excelente Estado,39.52497154646057
358976.4039807486,162.77145944181726,157.35108843989815,2.036287500785879,13.547823774381797,730.2930363357958,1646.3699495911762,1.2663455037620712,5525.770610973237,97.87103556262798,4.2062679538526915,8.19623455217766,0.03029794261815069,Desgaste Moderado,15.54767903219339
480319.6838627389,195.35018138885786,175.86418579746618,0.6484226235850287,29.993975692226616,958.6776318487141,872.6470378034184,1.2795584703984786,9878.383458685636,98.89456997374765,4.299803705356707,6.845343214965931,0.07297194232170742,Desgaste Moderado,10.597510397420667
366103.6878611647,168.57850131926642,156.55383150601818,0.7923972301867568,24.041656393154337,1142.5537674774687,613.5994881955862,0.22367407252960847,9511.452934128363,98.04126752782047,4.55442023061422,7.646019170914459,0.04550126570825098,Desgaste Severo,22.37957165569185
501222.5456103965,176.098688137809,198.07511311056177,0.5254027047365206,34.63828877795592,936.74448318614,410.7064393486737,1.1864010663694822,6617.784441105458,99.78705020369277,3.249309602635527,7.0755747026395985,0.008954908026382727,Desgaste Leve,1.99479546886407
440218.26003112714,164.52862231267656,60.8043330266612,1.9515479628748282,34.56086023874862,539.6141789325767,643.1596183297916,0.11663738415360161,5390.644655227758,95.9824867196229,2.3399735267016584,8.117861478767873,0.005814295790163945,Excelente Estado,21.679071301414144
279730.91031194234,63.739108425480104,218.22234605174114,2.6708338797311066,25.35259585880999,339.4659917881177,923.6012665597142,0.4968042118588012,8639.35383090054,94.21001982647945,4.990649547834231,7.560485997758473,0.07152554268940053,Desgaste Severo,19.65501362037691
414404.07607935526,157.91325967372075,77.36694371159874,3.34199601843352,33.727634887537064,918.7733612988318,1768.137956619401,0.35414400555345316,1773.0222584069647,91.02135657482623,3.082629062109025,6.973529383491018,0.04076431698506234,Desgaste Leve,82.49338399650561
444417.6260745776,167.29758983676675,130.18229557993584,1.4399483525135548,30.936235030897322,1269.6027976003838,1976.2342156602758,1.0599600105532112,7674.273659494406,97.36475545430923,4.723746608111886,6.484029078908383,0.05874298705260369,Desgaste Severo,33.45713847570145
410183.35229334485,141.70608566695392,145.491506848059,1.880895123367082,25.07558900051585,993.9463459687756,1311.9582402235117,0.5107863650770875,6150.182910530094,91.9456621764563,3.039941192538972,8.271594984318893,0.056851153605814206,Desgaste Leve,80.05579648909362
552989.8289446542,186.30324488497254,167.1591954193743,1.8200712701221127,26.82631341247553,672.8012490059562,553.0390359034366,0.17525369553139555,2969.776642686014,90.34493099143344,3.1171666659537585,6.434864031351882,0.07584405201452099,Desgaste Leve,64.95942488202276
393833.9814047668,145.19124380081035,57.04941610236711,1.0126116123604427,12.754833313825127,694.2217462366923,1292.5832747999752,0.4760147030522449,7150.917738682491,97.3696378780634,3.679310058171825,6.771696432081379,0.0624528875602331,Desgaste Moderado,18.260545855256794
472180.45718208724,101.3451535626889,246.66703572929717,2.3869944412968653,12.618290326939334,324.0877135168178,905.9890610155489,0.6463861988519357,8753.045554533563,94.90288431338588,4.020595967445294,6.512754667434166,0.054740512016259193,Desgaste Moderado,16.519125684054742
477424.51258461754,127.59774905283724,112.01692283223865,0.8979622988477777,29.646760368499727,1046.6539838881208,1927.874389302697,0.5935037269236723,1450.3467359051513,94.66583725949893,3.4159203378440814,7.018336466161468,0.009299022000172172,Desgaste Leve,55.83022683053021
